record_id,db_id,NLQ,NLQ_colloquial,MQL,mql_signature,mql_skeleton_signature,mql_skeleton_summary,stage_count,operator_count,complexity_score
10101684,california_schools,"For each school_profiles document, inspect the dynamic keys under equity_panels.frpm_by_academic_year and keep entries where dynamic key is one of ['2014-2015'] under equity_panels.frpm_by_academic_year with context bucketed by school_profile.locale.geo.longitude around -122.16182, returning up to 10 documents.",Show up to 10 school_profiles rows where equity_panels.frpm_by_academic_year has dynamic key is one of ['2014-2015'] under equity_panels.frpm_by_academic_year with context bucketed by school_profile.locale.geo.longitude around -122.16182.,"db.school_profiles.aggregate([{""$addFields"":{""native_context_bucket"":{""$cond"":[{""$gte"":[""$school_profile.locale.geo.longitude"",-122.16182]},""school_profile.locale.geo.longitude>= -122.16182"",""school_profile.locale.geo.longitude< -122.16182""]}}},{""$project"":{""_id"":1,""native_context_bucket"":1,""native_dynamic_entries"":{""$objectToArray"":{""$ifNull"":[""$equity_panels.frpm_by_academic_year"",{}]}}}},{""$unwind"":""$native_dynamic_entries""},{""$match"":{""native_dynamic_entries.k"":{""$in"":[""2014-2015""]}}},{""$group"":{""_id"":{""context"":""$native_context_bucket"",""native_key"":""$native_dynamic_entries.k""},""document_count"":{""$sum"":1}}},{""$sort"":{""_id"":1,""document_count"":-1}},{""$limit"":10}])",sha256:ada43d7aa5d309d707f0bf9457097d19c1cea171ee716cd9cabf0b6271bbbd5f,sha256:1aad272b0242cfa3fb3cb7e060aa9f532359a89e81e6f88e7fb847ee016395ca,$addFields>$project>$unwind>$match>$group>$sort>$limit,7,13,14.85
10108714,formula_1,Filter each race_weekends_v2 document's nested sessions.qualifying.elimination_windows array in place for return qualifying elimination driver references from the nested window object. Return up to 50 documents.,Keep return qualifying elimination driver references from the nested window object nested sessions.qualifying.elimination_windows events for up to 50 race_weekends_v2 items.,"db.race_weekends_v2.aggregate([{""$project"":{""_id"":0,""feature_path"":""$sessions.qualifying.elimination_windows"",""native_filtered_events"":{""$filter"":{""as"":""entry"",""cond"":{""$ne"":[""$$entry.driver.ref"",null]},""input"":{""$ifNull"":[""$sessions.qualifying.elimination_windows.q1_slowest_five.entries"",[]]}}},""race"":""$calendar.race_name"",""race_id"":1}},{""$match"":{""$expr"":{""$gt"":[{""$size"":""$native_filtered_events""},0]}}},{""$limit"":25}])",sha256:50cde5fd6de9e73ff6ee2fc142ee82803915778d5f46498180d7078855910905,sha256:1093b8f24d8150b248b64996418e16ff87a36145e1c5338147fe18bfb26cb105,$project>$match>$limit,3,9,6.95
10124777,formula_1,"For each race_weekends_v2 document, inspect the dynamic keys under sessions.race.results_by_status and keep entries where dynamic key 'Suspension' is present under sessions.race.results_by_status with context bucketed by circuit.location.coordinates.lng around -1.01694, returning up to 10 documents.",Show up to 10 race_weekends_v2 rows where sessions.race.results_by_status has dynamic key 'Suspension' is present under sessions.race.results_by_status with context bucketed by circuit.location.coordinates.lng around -1.01694.,"db.race_weekends_v2.aggregate([{""$addFields"":{""native_context_bucket"":{""$cond"":[{""$gte"":[""$circuit.location.coordinates.lng"",-1.01694]},""circuit.location.coordinates.lng>= -1.01694"",""circuit.location.coordinates.lng< -1.01694""]}}},{""$project"":{""_id"":1,""native_context_bucket"":1,""native_dynamic_entries"":{""$objectToArray"":{""$ifNull"":[""$sessions.race.results_by_status"",{}]}}}},{""$unwind"":""$native_dynamic_entries""},{""$match"":{""native_dynamic_entries.k"":""Suspension""}},{""$project"":{""_id"":1,""native_context_bucket"":1,""native_key"":""$native_dynamic_entries.k"",""native_value"":""$native_dynamic_entries.v""}},{""$sort"":{""_id"":1}},{""$limit"":10}])",sha256:ee6ccbea87b6061a09f51ddf095fae294967e8cedad9c269316f9d76d1b21571,sha256:672b7c00a08e83d7ddbd17ea64485af845d74be6e6cb18c77afeb101604250b6,$addFields>$project>$unwind>$match>$project>$sort>$limit,7,10,12.55
10137642,student_club,"For each club_event_plans_v2 document, inspect the dynamic keys under budget_by_category and keep entries where summarize status_by_state.Open.budget_count totals across dynamic budget_by_category keys with context bucketed by attendance.participation_by_role.Member.attendee_count around 8, returning up to 50 documents.",Show up to 50 club_event_plans_v2 rows where budget_by_category has summarize status_by_state.Open.budget_count totals across dynamic budget_by_category keys with context bucketed by attendance.participation_by_role.Member.attendee_count around 8.,"db.club_event_plans_v2.aggregate([{""$addFields"":{""native_context_bucket"":{""$cond"":[{""$gte"":[""$attendance.participation_by_role.Member.attendee_count"",8]},""attendance.participation_by_role.Member.attendee_count>= 8"",""attendance.participation_by_role.Member.attendee_count< 8""]}}},{""$project"":{""native_context_bucket"":1,""native_dynamic_entries"":{""$objectToArray"":{""$ifNull"":[""$budget_by_category"",{}]}}}},{""$unwind"":""$native_dynamic_entries""},{""$match"":{""native_dynamic_entries.v.status_by_state.Open.budget_count"":{""$ne"":null}}},{""$group"":{""_id"":{""context"":""$native_context_bucket"",""native_key"":""$native_dynamic_entries.k""},""entry_count"":{""$sum"":1},""metric_total"":{""$sum"":""$native_dynamic_entries.v.status_by_state.Open.budget_count""}}},{""$match"":{""entry_count"":{""$gte"":1}}},{""$sort"":{""_id"":1,""metric_total"":-1}},{""$limit"":50}])",sha256:2986ec42af6bcc0a331ef0bab9d34a08642e6a5340ad746632ad87b2065c80b7,sha256:c6ca68dfd4bc6adfb546eb147db6bfe90bd86961690b1cb0179d67373662356e,$addFields>$project>$unwind>$match>$group>$match>$sort>$limit,8,13,15.85
10156937,student_club,"For each club_event_plans_v2 document, inspect the dynamic keys under budget_by_category and keep entries where summarize status_by_state.Open.budget_count totals across dynamic budget_by_category keys with context bucketed by attendance.participation_by_role.Vice President.attendee_count around 1, returning up to 50 documents.",Show up to 50 club_event_plans_v2 rows where budget_by_category has summarize status_by_state.Open.budget_count totals across dynamic budget_by_category keys with context bucketed by attendance.participation_by_role.Vice President.attendee_count around 1.,"db.club_event_plans_v2.aggregate([{""$addFields"":{""native_context_bucket"":{""$cond"":[{""$gte"":[""$attendance.participation_by_role.Vice President.attendee_count"",1]},""attendance.participation_by_role.Vice President.attendee_count>= 1"",""attendance.participation_by_role.Vice President.attendee_count< 1""]}}},{""$project"":{""native_context_bucket"":1,""native_dynamic_entries"":{""$objectToArray"":{""$ifNull"":[""$budget_by_category"",{}]}}}},{""$unwind"":""$native_dynamic_entries""},{""$match"":{""native_dynamic_entries.v.status_by_state.Open.budget_count"":{""$ne"":null}}},{""$group"":{""_id"":{""context"":""$native_context_bucket"",""native_key"":""$native_dynamic_entries.k""},""entry_count"":{""$sum"":1},""metric_total"":{""$sum"":""$native_dynamic_entries.v.status_by_state.Open.budget_count""}}},{""$match"":{""entry_count"":{""$gte"":1}}},{""$sort"":{""_id"":1,""metric_total"":-1}},{""$limit"":50}])",sha256:584a1794ad5b52f2a2515845c56f2adf13e114fc5c50e4f7b178a58441a1f621,sha256:c6ca68dfd4bc6adfb546eb147db6bfe90bd86961690b1cb0179d67373662356e,$addFields>$project>$unwind>$match>$group>$match>$sort>$limit,8,13,15.85
10173215,formula_1,"For each race_weekends_v2 document, inspect the dynamic keys under sessions.race.results_by_status and keep entries where count documents carrying dynamic key 'Out of fuel' under sessions.race.results_by_status with context bucketed by standings_after.drivers_by_position.4.driver.ref, returning up to 100 documents.",Show up to 100 race_weekends_v2 rows where sessions.race.results_by_status has count documents carrying dynamic key 'Out of fuel' under sessions.race.results_by_status with context bucketed by standings_after.drivers_by_position.4.driver.ref.,"db.race_weekends_v2.aggregate([{""$addFields"":{""native_context_bucket"":{""$ifNull"":[""$standings_after.drivers_by_position.4.driver.ref"",""missing""]}}},{""$project"":{""_id"":1,""native_context_bucket"":1,""native_dynamic_entries"":{""$objectToArray"":{""$ifNull"":[""$sessions.race.results_by_status"",{}]}}}},{""$unwind"":""$native_dynamic_entries""},{""$match"":{""native_dynamic_entries.k"":""Out of fuel""}},{""$group"":{""_id"":{""context"":""$native_context_bucket"",""native_key"":""$native_dynamic_entries.k""},""document_count"":{""$sum"":1},""example_ids"":{""$addToSet"":""$_id""}}},{""$project"":{""_id"":0,""document_count"":1,""example_count"":{""$size"":""$example_ids""},""native_context_bucket"":""$_id.context"",""native_key"":""$_id.native_key""}},{""$sort"":{""document_count"":-1,""native_key"":1}},{""$limit"":100}])",sha256:4e60728ca1cff166b1e3ac0a51a621756fd3fd5237c4bca48a54ab7c98000791,sha256:5646cef9c8058abd05bc32a9a30a43b37efae34024ca81630e8aca36476e5941,$addFields>$project>$unwind>$match>$group>$project>$sort>$limit,8,12,15.5
10177329,financial,"For each district_market_contexts document, inspect the dynamic keys under accounts_by_frequency and keep entries where shape-preserving filter keeps dynamic keys ['POPLATEK_TYDNE', 'POPLATEK_PO_OBRATU'] under accounts_by_frequency with context bucketed by district.name, returning up to 25 documents.","Show up to 25 district_market_contexts rows where accounts_by_frequency has shape-preserving filter keeps dynamic keys ['POPLATEK_TYDNE', 'POPLATEK_PO_OBRATU'] under accounts_by_frequency with context bucketed by district.name.","db.district_market_contexts.aggregate([{""$addFields"":{""native_context_bucket"":{""$ifNull"":[""$district.name"",""missing""]}}},{""$project"":{""_id"":1,""native_context_bucket"":1,""native_matching_dynamic_entries"":{""$filter"":{""as"":""entry"",""cond"":{""$in"":[""$$entry.k"",[""POPLATEK_TYDNE"",""POPLATEK_PO_OBRATU""]]},""input"":{""$objectToArray"":{""$ifNull"":[""$accounts_by_frequency"",{}]}}}}}},{""$match"":{""$expr"":{""$gt"":[{""$size"":""$native_matching_dynamic_entries""},0]}}},{""$project"":{""_id"":1,""native_context_bucket"":1,""native_matching_dynamic_entries"":1}},{""$sort"":{""_id"":1}},{""$limit"":25}])",sha256:31df97756d8eafb1dd3cf5f91af9b9be6266f41e3213c16e1e3c4c7278705c5a,sha256:12218600c4be116b70bf73ac7c2cd7af60b8bab88a2babe436d55f208f577f5b,$addFields>$project>$match>$project>$sort>$limit,6,12,11.8
10195199,thrombosis_prediction,"For each diagnosis_risk_panels document, inspect the dynamic keys under patients_by_risk_group and keep entries where shape-preserving filter keeps dynamic keys ['admitted_baseline', 'lab_signal_watch'] under patients_by_risk_group with context bucketed by diagnosis_group, returning up to 25 documents.","Show up to 25 diagnosis_risk_panels rows where patients_by_risk_group has shape-preserving filter keeps dynamic keys ['admitted_baseline', 'lab_signal_watch'] under patients_by_risk_group with context bucketed by diagnosis_group.","db.diagnosis_risk_panels.aggregate([{""$addFields"":{""native_context_bucket"":{""$ifNull"":[""$diagnosis_group"",""missing""]}}},{""$project"":{""_id"":1,""native_context_bucket"":1,""native_matching_dynamic_entries"":{""$filter"":{""as"":""entry"",""cond"":{""$in"":[""$$entry.k"",[""admitted_baseline"",""lab_signal_watch""]]},""input"":{""$objectToArray"":{""$ifNull"":[""$patients_by_risk_group"",{}]}}}}}},{""$match"":{""$expr"":{""$gt"":[{""$size"":""$native_matching_dynamic_entries""},0]}}},{""$project"":{""_id"":1,""native_context_bucket"":1,""native_matching_dynamic_entries"":1}},{""$sort"":{""_id"":1}},{""$limit"":25}])",sha256:a829191f9cd837fa6d0fe8502d9b1b4dbd67b524c3b381f5eb76aa4c660ca956,sha256:12218600c4be116b70bf73ac7c2cd7af60b8bab88a2babe436d55f208f577f5b,$addFields>$project>$match>$project>$sort>$limit,6,12,11.8
10211368,superhero,"For each publisher_universes document, inspect the dynamic keys under query_views.alignment_power_matrix_by_alignment and keep entries where summarize power_families_by_bucket.physical.members.power_id totals across dynamic query_views.alignment_power_matrix_by_alignment keys with context bucketed by publisher.publisher_id around 7, returning up to 50 documents.",Show up to 50 publisher_universes rows where query_views.alignment_power_matrix_by_alignment has summarize power_families_by_bucket.physical.members.power_id totals across dynamic query_views.alignment_power_matrix_by_alignment keys with context bucketed by publisher.publisher_id around 7.,"db.publisher_universes.aggregate([{""$unwind"":""$query_views""},{""$addFields"":{""native_context_bucket"":{""$cond"":[{""$gte"":[""$publisher.publisher_id"",7]},""publisher.publisher_id>= 7"",""publisher.publisher_id< 7""]}}},{""$project"":{""native_context_bucket"":1,""native_dynamic_entries"":{""$objectToArray"":{""$ifNull"":[""$query_views.alignment_power_matrix_by_alignment"",{}]}}}},{""$unwind"":""$native_dynamic_entries""},{""$match"":{""native_dynamic_entries.v.power_families_by_bucket.physical.members.power_id"":{""$ne"":null}}},{""$group"":{""_id"":{""context"":""$native_context_bucket"",""native_key"":""$native_dynamic_entries.k""},""entry_count"":{""$sum"":1},""metric_total"":{""$sum"":""$native_dynamic_entries.v.power_families_by_bucket.physical.members.power_id""}}},{""$match"":{""entry_count"":{""$gte"":1}}},{""$sort"":{""_id"":1,""metric_total"":-1}},{""$limit"":50}])",sha256:464f253d7e76288c8195708fc4f1428ecfe076c77dfd52155c65c6c480e8dad9,sha256:7b2286e29ff4751f90e5a967ec9a32dc5ba7dfcf601d627b3393f66249b62b11,$unwind>$addFields>$project>$unwind>$match>$group>$match>$sort>$limit,9,13,18.1
10211410,superhero,Classify up to 100 hero_dossiers documents by whether native field schema_state.attributes is missing or present.,Show up to 100 hero_dossiers items that are missing schema_state.attributes.,"db.hero_dossiers.aggregate([{""$addFields"":{""native_context_bucket"":{""$ifNull"":[""$appearance.color_refs_by_role.hair.presence_state"",""missing""]}}},{""$addFields"":{""native_presence_state"":{""$ifNull"":[""$schema_state.attributes"",""missing""]}}},{""$match"":{""native_presence_state"":""missing""}},{""$group"":{""_id"":{""context"":""$native_context_bucket"",""presence"":""$native_presence_state""},""document_count"":{""$sum"":1}}},{""$sort"":{""_id"":1,""document_count"":-1}},{""$limit"":100}])",sha256:79efc49f43774096e35ba4fa46933bd0f91e98c7d180a7c2e796ec5d117c1c0c,sha256:b46445ee2d3ff462b8d1e17718e38833d3fbd69891032c0ed1dfe122d39e0885,$addFields>$addFields>$match>$group>$sort>$limit,6,7,9.7
10254917,european_football_2,Filter each match_documents document's nested lineups.home.players array in place for nested lineups.home.players events have both event_type and event_time with context bucketed by teams.away.long_name. Return up to 100 documents.,Keep nested lineups.home.players events have both event_type and event_time with context bucketed by teams.away.long_name nested lineups.home.players events for up to 100 match_documents items.,"db.match_documents.aggregate([{""$addFields"":{""native_context_bucket"":{""$ifNull"":[""$teams.away.long_name"",""missing""]}}},{""$addFields"":{""native_filtered_events"":{""$filter"":{""as"":""event"",""cond"":{""$and"":[{""$ne"":[""$$event.event_type"",null]},{""$ne"":[""$$event.event_time"",null]}]},""input"":{""$cond"":[{""$isArray"":""$lineups.home.players""},""$lineups.home.players"",[]]}}}}},{""$match"":{""$expr"":{""$gt"":[{""$size"":""$native_filtered_events""},0]}}},{""$project"":{""_id"":1,""lineups.home.players"":1,""native_context_bucket"":1,""native_event_count"":{""$size"":""$native_filtered_events""},""native_filtered_events"":1}},{""$sort"":{""_id"":1,""native_event_count"":-1}},{""$limit"":100}])",sha256:1c01ab373e64af56243a65200b69f43aa1e2834a0009c52b18dd38c669cdb98a,sha256:398d0e6c2d269a31b551835891670096c697382dba72a67dd90d84c5e391ac1a,$addFields>$addFields>$match>$project>$sort>$limit,6,14,11.7
